query	no	token	pos
경주여행	481	아빠	NNG
경주여행	481	입니다	VCP+EF
경주여행	481	우선	MAG
경주여행	481	데이트	NNG
경주여행	481	코스	NNG
경주여행	481	으신	EP+ETM
경주여행	481	현명	NNG
경주여행	481	선택	NNG
경주여행	481	습니다	EF
경주여행	481	질문	NNG
경주여행	481	당일	NNG
경주여행	481	데이트	NNG
경주여행	481	코스	NNG
경주여행	482	는데	EC
경주여행	482	들여	VV+EC
경주여행	482	는데	EC
경주여행	482	들여	VV+EC
경주여행	482	이랑	JC
경주여행	482	어야	EC
경주여행	482	음식	NNG
경주여행	482	맛집	NNG
경주여행	482	알려	VV+EC
경주여행	482	세요	EP+EF
경주여행	482	고향	NNG
경주여행	482	식도락	NNG
경주여행	482	마니아	NNG
경주여행	482	입니다	VCP+EF
경주여행	482	에서	JKB
경주여행	482	가장	MAG
경주여행	482	중요	NNG
경주여행	482	순위	NNG
경주여행	482	맛집	NNG
경주여행	482	투어	NNG
경주여행	482	식도락	NNG
경주여행	482	인생	NNG
경주여행	482	절반	NNG
경주여행	482	라고	EC
경주여행	482	누구	NP
경주여행	482	합니다	XSV+EF
경주여행	482	과메기	NNG
경주여행	483	코스	NNG
경주여행	483	질문	NNG
경주여행	483	입니다	VCP+EF
경주여행	483	내공	NNP
경주여행	483	100	SN
경주여행	483	안녕	NNG
경주여행	483	세요	EP+EF
경주여행	483	이번	NNG
경주여행	483	친구	NNG
경주여행	483	계획	NNG
경주여행	483	는데요	EF
경주여행	483	황리	NNG
경주여행	483	교촌	NNG
경주여행	483	마을	NNG
경주여행	483	한복	NNG
경주여행	483	첨성대	NNG
경주여행	483	대릉원	NNG
경주여행	483	박물관	NNG
경주여행	483	압지	NNG
경주여행	483	이런	MM
경주여행	483	으로	JKB
경주여행	483	루트	NNG
경주여행	483	결정	NNG
경주여행	483	는데	EC
경주여행	483	너무	MAG
경주여행	483	아서	EC
경주여행	483	불국사	NNP
경주여행	483	석굴암	NNG
경주여행	483	첨성대	NNG
경주여행	483	양동	NNP
경주여행	483	마을	NNG
경주여행	483	추가	NNG
경주여행	483	은데	EC
경주여행	484	코스	NNG
경주여행	484	알려	VV+EC
경주여행	484	세요	EP+EF
경주여행	484	코스	NNG
경주여행	484	답변	NNG
경주여행	484	드릴게요	VV+EC
경주여행	484	코스	NNG
경주여행	484	추천	NNG
경주여행	484	드립니다	VV+EC
경주여행	484	하루	NNG
경주여행	484	코스	NNG
경주여행	484	남산	NNP
경주여행	484	정복	NNG
경주여행	484	코스	NNG
경주여행	484	에서	JKB
경주여행	484	반나절	NNG
경주여행	484	코스	NNG
경주여행	484	불국사	NNG
경주여행	484	석굴암	NNG
경주여행	484	관람	NNG
경주여행	484	랜드마크	NNP
경주여행	484	불국사	NNP
경주여행	485	려고	EC
경주여행	485	합니다	VX+EF
경주여행	485	려고	EC
경주여행	485	는데요	EC
경주여행	485	거주	NNG
경주여행	485	거나	EC
경주여행	485	으시	EP
경주여행	485	도와	VV+EC
경주여행	485	세요	EP+EF
경주여행	485	그렇	VA
경주여행	485	여자	NNG
경주여행	485	친구	NNG
경주여행	485	직장	NNG
경주여행	485	생활	NNG
경주여행	485	어서	EC
경주여행	485	퇴근	NNG
경주여행	485	갈지	VX+EC
경주여행	485	아침	NNG
경주여행	485	출발	NNG
경주여행	485	할지	XSV+EC
경주여행	485	아직	MAG
경주여행	485	정하	VV
경주여행	485	습니다	EF
경주여행	485	청주	NNG
경주여행	485	여자	NNG
경주여행	485	친구	NNG
경주여행	486	갈려고	VV+EC
경주여행	486	동네	NNG
경주여행	486	갈려고	VV+EC
경주여행	486	동네	NNG
경주여행	486	다가	EC
경주여행	486	블루원	NNP
경주여행	486	스카이	NNP
경주여행	486	글램	NNP
경주여행	486	핑장	NNP
경주여행	486	거든요	EF
경주여행	486	중간	NNG
경주여행	486	는데	EC
경주여행	486	습니다	EF
경주여행	486	감사	NNG
경주여행	486	합니다	XSV+EF
경주여행	486	한국	NNP
경주여행	486	대중	NNG
경주여행	486	음악	NNG
경주여행	486	박물관	NNG
경주여행	486	라고	EC
경주여행	486	합니다	VX+EF
경주여행	486	그럼	MAJ
경주여행	486	즐거운	VA+ETM
경주여행	486	세요	EP+EF
경주여행	487	안압지	NNP
경주여행	487	성동	NNG
경주여행	487	시장	NNG
경주여행	487	관련	NNG
경주여행	487	압지	NNG
경주여행	487	성동	NNG
경주여행	487	시장	NNG
경주여행	487	관련	NNG
경주여행	487	질문	NNG
경주여행	487	드립니다	VV+EC
경주여행	487	다음	NNG
경주여행	487	월요일	NNG
경주여행	487	가려	VV+EC
경주여행	487	는데요	EC
경주여행	487	시외버스	NNG
경주여행	487	터미널	NNG
경주여행	487	도착	NNG
경주여행	487	해서	XSV+EC
경주여행	487	근처	NNG
경주여행	487	마트	NNG
경주여행	487	에서	JKB
경주여행	487	월드	NNG
경주여행	487	근처	NNG
경주여행	487	실라	NNP
경주여행	487	마실	VV+ETM
경주여행	487	펜션	NNG
경주여행	487	려고	EC
경주여행	487	합니다	VX+EF
경주여행	487	펜션	NNG
경주여행	487	에서	JKB
경주여행	487	다가	EC
경주여행	487	저녁	NNG
경주여행	488	혼자	MAG
경주여행	488	혼자	NNG
경주여행	488	는데요	EC
경주여행	488	황리	NNG
경주여행	488	에서	JKB
경주여행	488	걸어서	VV+EC
경주여행	488	30	SN
경주여행	488	으로	JKB
경주여행	488	가까운	VA+ETM
경주여행	488	을까요	EC
경주여행	488	아니	VCN
경주여행	488	버스	NNG
경주여행	488	30	SN
경주여행	488	으로	JKB
경주여행	488	부탁	NNG
경주여행	488	드립	NNG
경주여행	488	황리	NNG
경주여행	488	천마총	NNG
경주여행	488	대릉원	NNG
경주여행	488	담벽	NNG
경주여행	488	하나	NR
경주여행	488	연결	NNG
경주여행	488	구요	EF
경주여행	488	대릉원	NNG
경주여행	488	정문	NNG
경주여행	488	건너편	NNG
경주여행	488	첨성대	NNG
경주여행	489	코스	NNG
경주여행	489	지금	MAG
경주여행	489	인데	VCP+EC
경주여행	489	더워서	VA+EC
경주여행	489	네요	EC
경주여행	489	시원	XR
경주여행	489	볼거리	NNG
경주여행	489	추천	NNG
경주여행	489	세요	EP+EF
경주여행	489	현재	MAG
경주여행	489	용강동	NNP
경주여행	489	어요	EF
경주여행	489	안녕	IC
경주여행	489	세요	EP+EF
경주여행	489	오푸스	NNG
경주여행	489	11	SN
경주여행	489	빌라	NNG
경주여행	489	입니다	VCP+EF
경주여행	489	이번	NNG
경주여행	489	새롭	VA
경주여행	489	인피니티	NNP
경주여행	489	함께	MAG
경주여행	489	오픈	NNG
경주여행	489	였으니	EP+EC
경주여행	489	이용	NNG
경주여행	489	부탁	NNG
경주여행	489	드립니다	VV+EC
경주여행	490	코스	NNG
경주여행	490	이번	NNG
경주여행	490	는데	EC
경주여행	490	어떻게	MAG
경주여행	490	이동	NNG
경주여행	490	제일	MAG
경주여행	490	시간	NNG
경주여행	490	줄일	VV+ETM
경주여행	490	을까요	EC
경주여행	490	참고	NNG
경주여행	490	자차	NNG
경주여행	490	입니다	VCP+EF
경주여행	490	장소	NNG
경주여행	490	주소	NNG
경주여행	490	경리	NNG
경주여행	490	포석	NNG
경주여행	490	1080	SN
경주여행	490	대릉원	NNG
경주여행	490	경주시	NNP
경주여행	490	황남동	NNP
경주여행	490	국립	NNG
경주여행	490	박물관	NNG
경주여행	490	일정	NNG
경주여행	490	186	SN
경주여행	490	불국사	NNP
경주여행	490	진현동	NNP
경주여행	490	15	SN
경주여행	490	정교	NNP
경주여행	490	경주시	NNP
경주여행	490	교동	NNP
경주여행	490	첨성대	NNG
경주여행	491	코스	NNG
경주여행	491	부탁	NNG
경주여행	491	드립니다	VV+EF
경주여행	491	80	SN
경주여행	491	으신	EP+ETM
경주여행	491	이모	NNG
경주여행	491	엄마	NNG
경주여행	491	모시	VV
경주여행	491	려고	EC
경주여행	491	는데요	EC
경주여행	491	마지막	NNG
경주여행	491	려고	EC
경주여행	491	합니다	VX+EF
경주여행	491	아쉽	VA
경주여행	491	습니다	EF
경주여행	491	그래서	MAJ
경주여행	491	숙소	NNG
경주여행	491	황리	NNG
경주여행	491	움직일	VV+ETM
경주여행	491	려고	NNG
경주여행	491	는데요	EC
경주여행	491	참고	NNG
경주여행	491	이모	NNG
경주여행	491	께서	JKS
경주여행	491	무릎	NNG
경주여행	491	수술	NNG
경주여행	491	셔서	EP+EC
경주여행	492	버스	NNG
경주여행	492	버스	NNG
경주여행	492	이동	NNG
경주여행	492	할려고	XSV+EC
경주여행	492	는데	EC
경주여행	492	배차	NNG
경주여행	492	간격	NNG
경주여행	492	85	SN
경주여행	492	이런	MM
경주여행	492	진짜	MAG
경주여행	492	정도	NNG
경주여행	492	인가요	VCP+EC
경주여행	492	택시	NNG
경주여행	492	이동	NNG
경주여행	492	호구	NNG
경주여행	492	인가요	VCP+EC
경주여행	492	어디	NP
경주여행	492	는지	EC
경주여행	492	모르	VV
경주여행	492	지만	EC
경주여행	492	시내	NNG
경주여행	492	보문관광단지	NNP
경주여행	492	버스	NNG
경주여행	492	많이	MAG
경주여행	492	다닙니다	VV+EF
경주여행	492	택시	NNG
경주여행	492	비추	VV
경주여행	493	가족	NNG
경주여행	493	함께	MAG
경주여행	493	려고	EC
경주여행	493	합니다	VX+EF
경주여행	493	코스	NNG
경주여행	493	..	SY
경주여행	493	이렇게	MAG
경주여행	493	코스	NNG
경주여행	493	은데	EC
경주여행	493	지리	NNG
경주여행	493	코스	NNG
경주여행	493	맛집	NNG
경주여행	493	대중교통	NNG
경주여행	493	함께	MAG
경주여행	493	자주	MAG
경주여행	493	내려가	VV
경주여행	493	는데요	EC
경주여행	493	문자	NNG
경주여행	493	답변	NNG
경주여행	493	조금	MAG
경주여행	493	도움	NNG
경주여행	493	은데요	EC
경주여행	493	다음	NNG
경주여행	494	추천	NNG
경주여행	494	세요	EP+EF
경주여행	494	친구	NNG
경주여행	494	보문	NNG
경주여행	494	단지도	VA+EC+JX
경주여행	494	래서	EC
경주여행	494	거기	NP
경주여행	494	려고	EC
경주여행	494	해요	VX+EF
경주여행	494	그리고	MAJ
경주여행	494	추천	NNG
경주여행	494	여행지	NNG
경주여행	494	추천	NNG
경주여행	494	여행지	NNG
경주여행	494	방법	NNG
경주여행	494	위치	NNG
경주여행	494	지도	NNG
경주여행	494	올려	VV+EC
경주여행	494	완전	NNG
경주여행	494	감사	NNG
경주여행	494	펜션	NNG
경주여행	494	추천	NNG
경주여행	494	영화관	NNG
경주여행	494	가까운	VA+ETM
경주여행	495	혼자	MAG
경주여행	495	일정	NNG
경주여행	495	추천	NNG
경주여행	495	부탁	NNG
경주여행	495	드립니다	VV+EF
경주여행	495	10	SN
경주여행	495	10	SN
경주여행	495	혼자	NNG
경주여행	495	려고	EC
경주여행	495	합니다	VX+EF
경주여행	495	25	SN
경주여행	495	서울	NNP
경주여행	495	에서	JKB
경주여행	495	KTX	SL
경주여행	495	가을	NNG
경주여행	495	정말	MAG
경주여행	495	멋지	VA
경주여행	495	관련	NNG
경주여행	495	해서	XSA+EC
경주여행	495	맛집	NNG
경주여행	495	관련	NNG
경주여행	495	해서	XSA+EC
경주여행	495	도움	NNG
경주여행	495	소개	NNG
경주여행	495	드릴게요	VX+EC
경주여행	495	맛집	NNG
경주여행	496	코스	NNG
경주여행	496	려는데	EC
경주여행	496	이렇게	MAG
경주여행	496	다니	VV
경주여행	496	려면	EC
경주여행	496	어떤	MM
경주여행	496	최적	NNG
경주여행	496	인지	VCP+EC
경주여행	496	세요	EP+EF
경주여행	496	신경	NNG
경주여행	496	주역	NNG
경주여행	496	출발	NNG
경주여행	496	빌려서	VV+EC
경주여행	496	이동	NNG
경주여행	496	예요	VCP+EF
경주여행	496	고향	NNG
경주여행	496	식도락	NNG
경주여행	496	마니아	NNG
경주여행	496	입니다	VCP+EF
경주여행	496	에서	JKB
경주여행	496	가장	MAG
경주여행	496	중요	NNG
경주여행	496	순위	NNG
경주여행	496	맛집	NNG
경주여행	496	투어	NNG
경주여행	496	식도락	NNG
경주여행	496	인생	NNG
경주여행	496	절반	NNG
경주여행	496	라고	EC
경주여행	497	친구	NNG
경주여행	497	같이	MAG
경주여행	497	건데	NNB+VCP+EC
경주여행	497	이나	JC
경주여행	497	가보	NNG
경주여행	497	신분	NNG
경주여행	497	저희	NP
경주여행	497	버스	NNG
경주여행	497	이동	NNG
경주여행	497	건데	NNB+VCP+EC
경주여행	497	위치	NNG
경주여행	497	으로	JKB
경주여행	497	시간	NNG
경주여행	497	으로	JKB
경주여행	497	괜찮	VA
경주여행	497	은지	EC
경주여행	497	세요	EP+EF
경주여행	497	고쳐야	VV+EC
경주여행	497	거나	EC
경주여행	497	추천	NNG
경주여행	497	여행지	NNG
경주여행	497	다면	EC
경주여행	497	알려	VV+EC
경주여행	497	셔도	EP+EC
경주여행	497	아요	EC
경주여행	498	당일치기	NNG
경주여행	498	..	SY
경주여행	498	내일	NNG
경주여행	498	당일치기	NNG
경주여행	498	려고	EC
경주여행	498	합니다	VX+EF
경주여행	498	어릴	VA+ETM
경주여행	498	문화엑스포	NNP
경주여행	498	가본적	NNG
경주여행	498	어서	EC
경주여행	498	어디	NP
경주여행	498	봐야	VX+EC
경주여행	498	할지	VX+EC
경주여행	498	교통편	NNG
경주여행	498	자차	NNG
경주여행	498	이용	NNG
경주여행	498	구요	VCP+EF
경주여행	498	아침	NNG
경주여행	498	10	SN
경주여행	498	사이	NNG
경주여행	498	도착	NNG
경주여행	498	은데	EC
경주여행	498	코스	NNG
경주여행	498	어떻	VA
경주여행	499	질문	NNG
경주여행	499	계획	NNG
경주여행	499	입니다	VCP+EF
경주여행	499	지금	NNG
경주여행	499	까지	JX
경주여행	499	습니다	EF
경주여행	499	단체	NNG
경주여행	499	아니	VCN
경주여행	499	이번	NNG
경주여행	499	혼자	MAG
경주여행	499	생각	NNG
경주여행	499	입니다	VCP+EF
경주여행	499	니까	EC
경주여행	499	더군요	EF
경주여행	499	역사	NNG
경주여행	499	좋아해서	VV+EC
경주여행	499	그런지	VA+EC
경주여행	499	자세히	MAG
경주여행	499	느낄	VV+ETM
경주여행	499	느꼈	VV+EP
경주여행	499	습니다	EF
경주여행	499	아무래도	MAG
경주여행	500	질문	NNG
경주여행	500	당일	NNG
경주여행	500	혼자	MAG
경주여행	500	다녀오	VV
경주여행	500	려고	EC
경주여행	500	는데요	EC
경주여행	500	케이티엑스	NNG
경주여행	500	일곱	NR
경주여행	500	서경	NNP
경주여행	500	주역	NNG
경주여행	500	도착	NNG
경주여행	500	해서	XSV+EC
경주여행	500	구경	NNG
경주여행	500	다가	EC
경주여행	500	시외버스	NNG
경주여행	500	터미널	NNG
경주여행	500	에서	JKB
경주여행	500	다섯	NR
경주여행	500	버스	NNG
경주여행	500	예정	NNG
경주여행	500	에요	EF
경주여행	500	시간	NNG
경주여행	500	만큼	NNB
경주여행	500	관광지	NNG
전주여행	501	추천	NNG
전주여행	501	아요	EF
전주여행	501	추억	NNG
전주여행	501	7080	SN
전주여행	501	다양	NNG
전주여행	501	체험	NNG
전주여행	501	7080	SN
전주여행	501	감성	NNG
전주여행	501	추억	NNG
전주여행	501	테마	NNG
전주여행	501	박물관	NNG
전주여행	501	유익	NNG
전주여행	501	시간	NNG
전주여행	501	전북	NNP
전주여행	501	전북	NNP
전주여행	501	투어	NNG
전주여행	501	패스	NNG
전주여행	501	통합	NNG
전주여행	501	용권	NNG
전주여행	501	전북	NNP
전주여행	501	여러	MM
전주여행	501	여행지	NNG
전주여행	501	다양	NNG
전주여행	501	체험	NNG
전주여행	501	카페이	NNP
전주여행	501	용추	NNG
전주여행	501	필수	NNG
전주여행	501	편안	NNG
전주여행	501	즐거운	VA+ETM
전주여행	501	바라	VV
전주여행	501	습니다	EF
전주여행	501	감사	NNG
전주여행	501	합니다	XSV+EC
전주여행	502	갈려고	VV+EC
전주여행	502	는데요	EF
전주여행	502	갈려고	VV+EC
전주여행	502	는데요	EC
전주여행	502	사람	NNG
전주여행	502	갈려고	VV+EC
전주여행	502	는데	EC
전주여행	502	호텔	NNG
전주여행	502	가격	NNG
전주여행	502	정했	VV+EP
전주여행	502	인데	VCP+EC
전주여행	502	얼마	NNG
전주여행	502	정도	NNG
전주여행	502	을까요	EF
전주여행	502	그리고	MAJ
전주여행	502	맛집	NNG
전주여행	502	카페	NNG
전주여행	502	추천	NNG
전주여행	502	세요	EP+EF
전주여행	502	안녕	IC
전주여행	502	세요	EP+EF
전주여행	502	계획	NNG
전주여행	502	네요	EF
전주여행	502	한옥	NNG
전주여행	502	마을	NNG
전주여행	502	근처	NNG
전주여행	503	관련	NNG
전주여행	503	질문	NNG
전주여행	503	계획	NNG
전주여행	503	계시	VX
전주여행	503	다니	EC
전주여행	503	정말	MAG
전주여행	503	선택	NNG
전주여행	503	네요	EF
전주여행	503	한옥마을	NNP
전주여행	503	함께	MAG
전주여행	503	멋진	VA+ETM
전주여행	503	자연	NNG
전주여행	503	경관	NNG
전주여행	503	맛있	VA
전주여행	503	음식	NNG
전주여행	503	가득	MAG
전주여행	503	동네	NNG
전주여행	503	정말	MAG
전주여행	503	즐거운	VA+ETM
전주여행	503	시간	NNG
전주여행	503	보낼	VV+ETM
전주여행	503	예요	VCP+EF
전주여행	503	우선	MAG
전주여행	503	한옥	NNG
전주여행	503	마을	NNG
전주여행	503	근처	NNG
전주여행	503	에서	JKB
전주여행	503	장소	NNG
전주여행	504	여학생	NNG
전주여행	504	친구	NNG
전주여행	504	안녕	NNG
전주여행	504	세요	EP+EF
전주여행	504	15	SN
전주여행	504	여학생	NNG
전주여행	504	입니다	VCP+EF
전주여행	504	친한	VA+ETM
전주여행	504	친구	NNG
전주여행	504	는데	EC
전주여행	504	어디	NP
전주여행	504	할지	VX+EC
전주여행	504	몰라서	VV+EC
전주여행	504	너무	MAG
전주여행	504	막막	XR
전주여행	504	합니다	XSA+EF
전주여행	504	저희	NP
전주여행	504	일본	NNP
전주여행	504	애니	NNP
전주여행	504	너무	MAG
전주여행	504	는데	EC
전주여행	504	오타쿠	NNP
전주여행	504	갈만	NNG
전주여행	504	을까요	EC
전주여행	504	제발	MAG
전주여행	504	알려	VV+EC
전주여행	504	세요	EP+EF
전주여행	505	부모	NNG
전주여행	505	모시	VV
전주여행	505	부모	NNG
전주여행	505	모시	VV
전주여행	505	려는데	EC
전주여행	505	명소	NNG
전주여행	505	식당	NNG
전주여행	505	추천	NNG
전주여행	505	부탁	NNG
전주여행	505	드립니다	VV+EC
전주여행	505	한옥마을	NNP
전주여행	505	유명	XR
전주여행	505	완산구	NNP
전주여행	505	으며	EC
전주여행	505	덕진구	NNP
전주여행	505	또한	MAJ
전주여행	505	멋진	VA+ETM
전주여행	505	추억	NNG
전주여행	505	가진	VV+ETM
전주여행	505	장소	NNG
전주여행	505	많이	MAG
전주여행	506	이번	NNG
전주여행	506	여자	NNG
전주여행	506	친구	NNG
전주여행	506	는데	EC
전주여행	506	경로	NNG
전주여행	506	알려	VV+EC
전주여행	506	세요	EP+EF
전주여행	506	토요일	NNG
전주여행	506	온다고	VV+EC
전주여행	506	는데	EC
전주여행	506	실내	NNG
전주여행	506	데이트	NNG
전주여행	506	가능	NNG
전주여행	506	알려	VV+EC
전주여행	506	감사	NNG
전주여행	506	습니다	EF
전주여행	506	숙소	NNG
전주여행	506	한옥	NNG
전주여행	506	마을	NNG
전주여행	506	근처	NNG
전주여행	506	습니다	EF
전주여행	506	한옥마을	NNP
전주여행	506	구경	NNG
전주여행	507	저녁	NNG
전주여행	507	주천	NNG
전주여행	507	산책	NNG
전주여행	507	따라	VV+EC
전주여행	507	거나	EC
전주여행	507	한옥	NNG
전주여행	507	마을	NNG
전주여행	507	근처	NNG
전주여행	507	에서	JKB
전주여행	507	야경	NNG
전주여행	507	즐기	VV
전주여행	507	너무	MAG
전주여행	507	답니다	EF
전주여행	507	혹시	MAG
전주여행	507	일정	NNG
전주여행	507	이나	JC
전주여행	507	관심	NNG
전주여행	507	테마	NNG
전주여행	507	사진	NNG
전주여행	507	카페	NNG
전주여행	507	체험	NNG
전주여행	507	알려	VV+EC
전주여행	507	맞춤	VV+EC
전주여행	507	추천	NNG
전주여행	507	드릴	VX+ETM
전주여행	507	어요	EF
전주여행	507	즐거운	VA+ETM
전주여행	507	바랄	VV+ETM
전주여행	507	게요	NNB+VCP+EC
전주여행	508	코스	NNG
전주여행	508	추천	NNG
전주여행	508	~!	SY
전주여행	508	영화제	NNG
전주여행	508	기간	NNG
전주여행	508	일정	NNG
전주여행	508	으로	JKB
전주여행	508	볼까	EC+VX+EC
전주여행	508	해서	VV+EC
전주여행	508	코스	NNG
전주여행	508	추천	NNG
전주여행	508	세요	EP+EF
전주여행	508	어차피	MAG
전주여행	508	주목적	NNG
전주여행	508	전주국	NNG
전주여행	508	영화제	NNG
전주여행	508	니까	VCP+EC
전주여행	508	둘러보	VV
전주여행	508	에요	VCP+EF
전주여행	508	그냥	MAG
전주여행	508	알짜배기	NNG
전주여행	508	추천	NNG
전주여행	509	주로	MAG
전주여행	509	커플	NNG
전주여행	509	려고	EC
전주여행	509	는데	EC
전주여행	509	추천	NNG
전주여행	509	세요	EP+EF
전주여행	509	숙소	NNG
전주여행	509	거리	NNG
전주여행	509	맛집	NNG
전주여행	509	등등	NNB
전주여행	509	추천	NNG
전주여행	509	감사	NNG
전주여행	509	습니다	EF
전주여행	509	한옥마을	NNP
전주여행	509	겁니다	NNB+VCP+EF
전주여행	509	답변	NNG
전주여행	509	도움	NNG
전주여행	509	으면	EC
전주여행	509	습니다	EF
전주여행	509	한옥마을	NNP
전주여행	509	한옥마을	NNP
전주여행	509	맛집	NNG
전주여행	509	거리	EC
전주여행	509	추천	NNG
전주여행	510	추석	NNG
전주여행	510	16	SN
전주여행	510	18	SN
전주여행	510	려고	EC
전주여행	510	는데	EC
전주여행	510	그때	NNG
전주여행	510	한옥마을	NNP
전주여행	510	관광지	NNG
전주여행	510	을까요	EC
전주여행	510	추석	NNG
전주여행	510	당일	NNG
전주여행	510	습니다	EF
전주여행	510	에도	NNP
전주여행	510	이벤트	NNG
전주여행	510	진행	NNG
전주여행	510	입니다	VCP+EC
전주여행	510	27	SN
전주여행	510	10	SN
전주여행	510	13	SN
전주여행	510	한국	NNP
전주여행	510	관광공사	NNP
전주여행	510	에서	JKB
전주여행	510	숙박	NNG
전주여행	510	세일	NNG
전주여행	510	페스타	NNP
전주여행	510	이벤트	NNG
전주여행	510	진행	NNG
전주여행	510	입니다	VCP+EC
전주여행	511	연령	NNG
전주여행	511	렌트카	NNG
전주여행	511	추천	NNG
전주여행	511	이번	NNG
전주여행	511	21	SN
전주여행	511	으로	JKB
전주여행	511	19	SN
전주여행	511	입니다	VCP+EF
전주여행	511	연령	NNG
전주여행	511	자동차	NNG
전주여행	511	추천	NNG
전주여행	511	부탁	NNG
전주여행	511	드리	VV
전주여행	511	습니다	EF
전주여행	511	그리고	MAJ
전주여행	511	가격	NNG
전주여행	511	렌트	NNG
전주여행	511	어느	MM
전주여행	511	정도	NNG
전주여행	511	나올까요	VV+EF
전주여행	511	에서	JKB
전주여행	511	21	SN
전주여행	511	이상	NNG
전주여행	511	렌트	NNG
전주여행	511	가능	NNG
전주여행	511	자동차	NNG
전주여행	511	찾아보	VV
전주여행	511	세요	EP+EF
전주여행	511	가격	NNG
전주여행	512	포항	NNP
전주여행	512	에서	JKB
전주여행	512	포항	NNP
전주여행	512	까지	JX
전주여행	512	기차	NNG
전주여행	512	을까요	EC
전주여행	512	버스	NNG
전주여행	512	을까요	EC
전주여행	512	안녕	NNG
전주여행	512	세요	EP+EF
전주여행	512	에서	JKB
전주여행	512	포항	NNP
전주여행	512	까지	JX
전주여행	512	기차	NNG
전주여행	512	버스	NNG
전주여행	512	각각	MAG
전주여행	512	장단점	NNG
전주여행	512	으므로	EC
전주여행	512	어떤	MM
전주여행	512	방법	NNG
전주여행	512	은지	EC
전주여행	512	결정	NNG
전주여행	512	가지	NNBC
전주여행	512	요소	NNG
전주여행	512	고려	NNG
전주여행	512	필요	NNG
전주여행	512	습니다	EF
전주여행	513	펜션	NNG
전주여행	513	한옥	NNG
전주여행	513	으로	JKB
전주여행	513	이번	NNG
전주여행	513	남자	NNG
전주여행	513	친구	NNG
전주여행	513	같이	MAG
전주여행	513	해서	VV+EC
전주여행	513	얼른	MAG
전주여행	513	펜션	NNG
전주여행	513	봐야	VX+EC
전주여행	513	는데	EC
전주여행	513	한옥	NNG
전주여행	513	마을	NNG
전주여행	513	근처	NNG
전주여행	513	한옥	NNG
전주여행	513	느낌	MAG
전주여행	513	펜션	NNG
전주여행	513	으로	JKB
전주여행	513	을까요	EC
전주여행	513	내부	NNG
전주여행	513	정감	NNG
전주여행	513	분위기	NNG
전주여행	513	아요	EF
전주여행	513	빠른	VA+ETM
전주여행	513	답변	NNG
전주여행	513	부탁	NNG
전주여행	514	세요	EP+EF
전주여행	514	한옥마을	NNP
전주여행	514	유명	XR
전주여행	514	완산구	NNP
전주여행	514	으며	EC
전주여행	514	덕진구	NNP
전주여행	514	또한	MAJ
전주여행	514	멋진	VA+ETM
전주여행	514	추억	NNG
전주여행	514	가진	VV+ETM
전주여행	514	장소	NNG
전주여행	514	많이	MAG
전주여행	514	습니다	EF
전주여행	514	완산구	NNP
전주여행	514	덕진구	NNP
전주여행	514	대해서	VV+EC
전주여행	515	뚜벅	MAG
전주여행	515	엄마	NNG
전주여행	515	뚜벅	MAG
전주여행	515	계획	NNG
전주여행	515	인데	VCP+EC
전주여행	515	답변	NNG
전주여행	515	부탁	NNG
전주여행	515	드려요	VV+EC
전주여행	515	기차	NNG
전주여행	515	고속버스	NNG
전주여행	515	어떤	MM
전주여행	515	을까요	EC
전주여행	515	도착	NNG
전주여행	515	해서	XSV+EC
전주여행	515	관광	NNG
전주여행	515	이용	NNG
전주여행	515	교통수단	NNG
전주여행	515	어떤	MM
전주여행	515	을까요	EC
전주여행	515	숙소	NNG
전주여행	515	추천	NNG
전주여행	515	부탁드려요	VV+EF
전주여행	515	서울	NNP
전주여행	516	당일치기	NNG
전주여행	516	어렵	VA
전주여행	516	네요	EF
전주여행	516	당일치기	NNG
전주여행	516	계획	NNG
전주여행	516	군요	EF
전주여행	516	에서	JKB
전주여행	516	한옥마을	NNP
전주여행	516	까지	JX
전주여행	516	방법	NNG
전주여행	516	당일치기	NNG
전주여행	516	코스	NNG
전주여행	516	알려	VV+EC
전주여행	516	드릴게요	VX+EC
전주여행	516	에서	JKB
전주여행	516	한옥마을	NNP
전주여행	516	까지	JX
전주여행	516	방법	NNG
전주여행	516	으로	JKB
전주여행	516	택시	NNG
전주여행	516	버스	NNG
전주여행	516	어요	EF
전주여행	516	에서	JKB
전주여행	516	한옥마을	NNP
전주여행	516	까지	JX
전주여행	516	택시	NNG
전주여행	517	경비	NNG
전주여행	517	보통	NNG
전주여행	517	경비	NNG
전주여행	517	얼마	NNG
전주여행	517	정도	NNG
전주여행	517	드나	VV
전주여행	517	숙소	NNG
전주여행	517	13	SN
전주여행	517	인데	VCP+EC
전주여행	517	려고	EC
전주여행	517	비싼	VA+ETM
전주여행	517	건가요	NNB+VCP+EC
전주여행	517	질문	NNG
전주여행	517	도움	NNG
전주여행	517	답변	NNG
전주여행	517	바래	VV
전주여행	517	예산	NNG
전주여행	517	30	SN
전주여행	517	내외	NNG
전주여행	517	숙소	NNG
전주여행	517	13	SN
전주여행	517	적당	XR
전주여행	517	합니다	XSA+EC
전주여행	518	커플	NNG
전주여행	518	대해	VV+EC
전주여행	518	도움	NNG
전주여행	518	드릴게요	VV+EC
전주여행	518	남자	NNG
전주여행	518	친구	NNG
전주여행	518	이용	NNG
전주여행	518	할지	XSV+EC
전주여행	518	KTX	SL
